Edad,Edad Victima,Sexo,Año agresión,Lugar de residencia,Composicion del hogar,Grado de consanguinidad de persona a cargo,Numero de personas con quienes vive,Profesion persona a cargo,Nivel escolar,Rendimiento academico promedio,Antecedentes de maltrato familiar o escolar,Participa en actividades extracurriculares,Usa redes sociales activamente,Contacto de forma inapropiada en redes,Involucrado en otros incidentes de agresion,Conocia a la victima,Antecedentes penales o disciplinarios,Trastorno psicologico o adiccion,Atencion psicologica previa,Se siente arrepentido,Reconoce que su comportamiento fue incorrecto,Premeditado o impulsivo,Violencia fisica o amenazas,Actuo solo o con otras personas,Edad inicio consumo pornografico,Contenido violento o explicito en material
17,11,Femenino,2020,Santa Fe,Nuclear,Padres,2,Profesional,Primaria,5,No,Si,Si,No,No,Si,Si,No,No,No,Si,Impulsivo,Si,Con otras personas,6,Si
13,11,Femenino,2022,Suba,Extendida,Otros familiares,7,Obrero,Secundaria,8,No,No,Si,Si,Si,No,Si,No,No,Si,No,Premeditado,No,Solo,10,Si
17,13,Masculino,2020,Los Martires,Monoparental,Hermanos,2,Ambulante,Primaria,5,No,Si,No,Si,Si,No,No,Si,Si,Si,Si,Premeditado,Si,Solo,10,No
14,12,Femenino,2018,Chapinero,Nuclear,Tios,3,Obrero,Tecnico,2,Si,Si,No,No,Si,No,No,No,No,No,No,Impulsivo,Si,Con otras personas,7,Si
16,11,Masculino,2016,La Candelaria,Nuclear,Abuelos,5,Independiente,Secundaria,2,No,No,No,Si,No,Si,No,No,Si,No,No,Impulsivo,Si,Con otras personas,7,Si
17,7,Masculino,2018,Rafael Uribe Uribe,Extendida,Hermanos,4,Profesional,Tecnico,1,No,No,No,No,Si,Si,Si,No,No,No,Si,Premeditado,Si,Con otras personas,13,No
14,9,Masculino,2017,Tunjuelito,Extendida,Hermanos,2,Desempleado,Primaria,6,No,Si,No,No,Si,No,Si,No,Si,Si,No,Impulsivo,Si,Con otras personas,8,No
14,10,Masculino,2023,Antonio Narino,Monoparental,Otros familiares,4,Agricultor,Secundaria,7,Si,Si,No,No,Si,Si,No,No,No,No,No,Impulsivo,Si,Solo,12,Si
14,7,Masculino,2024,Kennedy,Monoparental,Abuelos,4,Profesional,Universitario,9,No,Si,No,No,No,No,No,Si,Si,No,No,Premeditado,No,Con otras personas,7,Si
16,12,Femenino,2021,Puente Aranda,Extendida,Hermanos,4,Ambulante,Tecnico,1,Si,Si,No,No,No,Si,No,No,Si,Si,Si,Impulsivo,Si,Solo,12,Si
17,10,Femenino,2016,Ciudad Bolivar,Extendida,Abuelos,5,Ambulante,Universitario,2,Si,Si,No,Si,Si,Si,Si,No,Si,Si,No,Impulsivo,No,Con otras personas,7,Si
16,11,Femenino,2023,Ciudad Bolivar,Nuclear,Otros familiares,7,Empleado,Tecnico,5,Si,Si,No,No,No,No,No,No,Si,Si,No,Impulsivo,No,Con otras personas,14,No
17,8,Masculino,2022,Antonio Narino,Extendida,Otros familiares,5,Profesional,Secundaria,4,Si,No,No,Si,No,No,Si,Si,Si,Si,Si,Premeditado,Si,Con otras personas,14,No
13,7,Masculino,2024,Santa Fe,Monoparental,Tios,4,Independiente,Universitario,4,Si,Si,No,Si,Si,Si,Si,No,Si,No,No,Premeditado,No,Con otras personas,14,Si
13,11,Masculino,2021,Usme,Nuclear,Abuelos,7,Independiente,Tecnico,4,Si,Si,No,Si,Si,No,Si,No,No,No,No,Premeditado,Si,Solo,14,No
16,9,Masculino,2020,Antonio Narino,Monoparental,Tios,4,Agricultor,Universitario,5,No,No,No,No,No,No,Si,Si,No,No,No,Premeditado,Si,Con otras personas,9,Si
13,13,Femenino,2020,Sumapaz,Nuclear,Otros familiares,4,Agricultor,Primaria,4,No,No,Si,Si,No,Si,No,Si,No,No,No,Impulsivo,Si,Con otras personas,11,No
14,10,Femenino,2015,La Candelaria,Monoparental,Abuelos,6,Profesional,Secundaria,9,Si,No,Si,No,No,Si,No,No,Si,No,No,Impulsivo,Si,Solo,8,Si
16,7,Femenino,2017,Kennedy,Monoparental,Tios,3,Agricultor,Secundaria,3,Si,Si,Si,Si,No,Si,No,No,No,Si,No,Impulsivo,No,Con otras personas,10,No
13,8,Femenino,2023,Kennedy,Nuclear,Padres,7,Profesional,Tecnico,4,Si,No,No,No,Si,Si,Si,No,Si,Si,Si,Impulsivo,Si,Con otras personas,14,Si
17,8,Masculino,2017,Santa Fe,Nuclear,Abuelos,3,Empleado,Tecnico,8,No,No,No,Si,No,Si,Si,Si,No,Si,No,Impulsivo,No,Con otras personas,9,No
13,10,Femenino,2017,Chapinero,Monoparental,Otros familiares,7,Obrero,Universitario,4,Si,Si,Si,Si,No,Si,Si,No,No,Si,No,Premeditado,No,Solo,7,Si
17,9,Masculino,2022,Kennedy,Monoparental,Tios,1,Agricultor,Tecnico,2,Si,No,Si,No,No,Si,Si,No,Si,No,No,Impulsivo,No,Con otras personas,7,Si
15,11,Masculino,2022,Usaquen,Monoparental,Tios,7,Ambulante,Secundaria,8,Si,Si,Si,Si,No,Si,No,Si,No,Si,No,Impulsivo,No,Solo,10,No
16,13,Masculino,2017,Engativa,Nuclear,Padres,7,Profesional,Primaria,7,Si,Si,No,No,No,Si,Si,Si,Si,No,No,Premeditado,Si,Solo,10,Si
16,8,Masculino,2023,San Cristobal,Monoparental,Hermanos,2,Empleado,Universitario,1,No,Si,Si,Si,No,No,Si,Si,Si,No,Si,Impulsivo,No,Solo,9,No
15,8,Masculino,2018,Barrios Unidos,Monoparental,Hermanos,1,Independiente,Secundaria,3,Si,No,No,Si,Si,No,Si,No,No,No,No,Impulsivo,Si,Solo,8,Si
13,13,Femenino,2024,Antonio Narino,Extendida,Hermanos,3,Profesional,Universitario,5,Si,No,No,No,No,Si,No,Si,Si,Si,Si,Premeditado,No,Con otras personas,10,Si
16,12,Masculino,2024,San Cristobal,Monoparental,Padres,5,Ambulante,Tecnico,4,No,No,Si,Si,No,No,No,Si,Si,No,Si,Premeditado,Si,Con otras personas,14,No
16,11,Masculino,2020,Chapinero,Monoparental,Otros familiares,6,Independiente,Universitario,7,No,Si,No,Si,Si,No,Si,Si,Si,No,Si,Impulsivo,No,Solo,7,No
13,9,Femenino,2015,Kennedy,Extendida,Abuelos,4,Independiente,Primaria,4,Si,Si,No,No,No,No,Si,Si,Si,No,No,Premeditado,No,Con otras personas,9,No
15,12,Femenino,2019,Chapinero,Extendida,Abuelos,7,Ambulante,Tecnico,6,Si,No,Si,No,No,Si,Si,No,No,Si,Si,Impulsivo,Si,Solo,12,No
15,10,Femenino,2020,Ciudad Bolivar,Monoparental,Otros familiares,7,Ambulante,Primaria,4,No,Si,Si,No,No,Si,No,No,No,Si,No,Premeditado,No,Con otras personas,13,No
13,13,Masculino,2020,Puente Aranda,Extendida,Hermanos,4,Empleado,Primaria,5,No,Si,No,No,Si,Si,No,Si,No,No,Si,Impulsivo,Si,Con otras personas,9,No
13,9,Masculino,2023,Antonio Narino,Monoparental,Abuelos,7,Agricultor,Primaria,5,Si,Si,Si,No,Si,Si,Si,No,Si,No,Si,Impulsivo,Si,Solo,7,Si
17,12,Masculino,2023,Barrios Unidos,Nuclear,Otros familiares,7,Profesional,Primaria,2,Si,No,No,Si,Si,No,Si,Si,No,Si,No,Impulsivo,Si,Solo,13,Si
16,11,Femenino,2024,Puente Aranda,Extendida,Otros familiares,5,Empleado,Secundaria,4,No,No,Si,Si,No,Si,Si,Si,No,Si,No,Impulsivo,Si,Con otras personas,6,No
17,11,Femenino,2016,Sumapaz,Nuclear,Tios,2,Desempleado,Secundaria,7,Si,No,Si,No,Si,No,No,Si,No,No,Si,Premeditado,Si,Solo,14,Si
13,11,Femenino,2021,Barrios Unidos,Monoparental,Tios,3,Profesional,Secundaria,6,No,Si,Si,No,No,No,No,Si,No,Si,No,Premeditado,No,Con otras personas,8,No
17,13,Femenino,2016,Usaquen,Extendida,Abuelos,7,Empleado,Primaria,5,No,No,No,No,Si,No,No,No,No,No,Si,Premeditado,Si,Con otras personas,12,Si
16,8,Masculino,2017,Los Martires,Extendida,Padres,5,Desempleado,Primaria,5,Si,Si,Si,Si,No,No,Si,Si,Si,No,No,Impulsivo,No,Solo,12,Si
14,7,Femenino,2018,Ciudad Bolivar,Monoparental,Hermanos,4,Ambulante,Tecnico,7,Si,No,Si,Si,No,Si,Si,No,Si,Si,No,Premeditado,No,Con otras personas,10,No
14,8,Femenino,2021,San Cristobal,Monoparental,Padres,2,Desempleado,Tecnico,4,No,No,Si,No,Si,Si,Si,Si,Si,Si,No,Impulsivo,No,Con otras personas,9,Si
15,10,Masculino,2022,La Candelaria,Monoparental,Hermanos,4,Ambulante,Tecnico,4,No,No,Si,Si,No,Si,No,No,Si,Si,No,Premeditado,No,Solo,12,Si
17,12,Masculino,2015,Suba,Extendida,Hermanos,6,Obrero,Secundaria,6,No,No,Si,Si,Si,No,No,Si,No,Si,Si,Impulsivo,Si,Solo,14,No
15,10,Masculino,2024,Suba,Monoparental,Hermanos,4,Desempleado,Secundaria,2,Si,No,Si,No,Si,No,Si,Si,No,No,Si,Impulsivo,Si,Solo,6,Si
16,11,Masculino,2024,Bosa,Extendida,Hermanos,7,Independiente,Primaria,2,Si,No,No,Si,Si,No,No,Si,No,No,No,Impulsivo,Si,Con otras personas,13,No
17,10,Masculino,2020,Santa Fe,Nuclear,Hermanos,7,Desempleado,Secundaria,1,Si,Si,Si,Si,No,Si,Si,No,No,No,Si,Premeditado,No,Solo,14,Si
16,9,Masculino,2021,Usme,Nuclear,Otros familiares,2,Independiente,Tecnico,4,No,No,Si,Si,No,Si,Si,No,Si,Si,Si,Premeditado,No,Con otras personas,14,No
13,10,Masculino,2024,Puente Aranda,Nuclear,Hermanos,5,Ambulante,Secundaria,9,Si,No,Si,No,No,No,Si,No,No,Si,Si,Impulsivo,Si,Con otras personas,6,No
16,10,Femenino,2020,Santa Fe,Extendida,Tios,6,Obrero,Universitario,9,No,No,No,Si,Si,No,Si,Si,No,Si,Si,Premeditado,No,Solo,12,Si
16,10,Femenino,2017,Sumapaz,Monoparental,Otros familiares,4,Profesional,Primaria,5,Si,Si,No,Si,Si,No,Si,No,Si,Si,No,Impulsivo,Si,Con otras personas,7,No
14,10,Femenino,2020,Rafael Uribe Uribe,Monoparental,Otros familiares,3,Independiente,Primaria,8,Si,No,No,Si,No,No,No,No,No,No,No,Impulsivo,No,Solo,6,Si
14,13,Femenino,2018,Engativa,Monoparental,Otros familiares,7,Desempleado,Secundaria,5,No,No,Si,No,No,No,Si,No,No,Si,Si,Premeditado,No,Con otras personas,13,No
14,10,Femenino,2019,Santa Fe,Extendida,Abuelos,1,Agricultor,Secundaria,4,Si,Si,No,No,Si,No,No,No,No,No,Si,Impulsivo,Si,Con otras personas,12,No
13,9,Masculino,2021,Suba,Nuclear,Tios,5,Obrero,Primaria,5,Si,Si,No,No,Si,No,Si,Si,No,No,Si,Premeditado,Si,Con otras personas,8,Si
13,9,Femenino,2015,Chapinero,Nuclear,Hermanos,6,Profesional,Tecnico,5,Si,Si,Si,No,No,No,No,No,No,Si,No,Impulsivo,No,Con otras personas,7,No
17,9,Femenino,2021,Tunjuelito,Extendida,Tios,1,Empleado,Tecnico,3,Si,No,No,Si,No,Si,No,Si,No,No,No,Impulsivo,No,Con otras personas,9,No
13,10,Masculino,2018,La Candelaria,Extendida,Tios,4,Profesional,Secundaria,6,No,Si,Si,Si,No,Si,Si,Si,No,No,No,Impulsivo,Si,Solo,9,Si
17,10,Femenino,2018,Tunjuelito,Monoparental,Tios,5,Ambulante,Primaria,7,Si,Si,Si,Si,Si,No,No,No,No,Si,No,Premeditado,Si,Solo,10,Si
13,9,Femenino,2022,Puente Aranda,Nuclear,Abuelos,3,Profesional,Primaria,4,Si,No,Si,No,No,Si,No,No,No,Si,No,Premeditado,Si,Solo,9,No
14,7,Masculino,2021,Teusaquillo,Nuclear,Hermanos,7,Obrero,Secundaria,6,Si,Si,No,Si,Si,No,Si,Si,No,Si,No,Impulsivo,Si,Solo,8,No
14,7,Masculino,2023,Santa Fe,Nuclear,Padres,3,Independiente,Universitario,3,No,No,No,Si,Si,Si,No,Si,Si,No,No,Impulsivo,Si,Solo,14,No
16,10,Femenino,2020,Teusaquillo,Nuclear,Padres,2,Empleado,Tecnico,6,Si,No,Si,Si,Si,No,Si,Si,No,No,No,Premeditado,No,Solo,13,Si
14,13,Femenino,2024,Ciudad Bolivar,Nuclear,Hermanos,2,Empleado,Universitario,9,No,Si,No,No,Si,Si,Si,Si,Si,Si,No,Impulsivo,Si,Solo,10,No
17,9,Masculino,2024,Los Martires,Monoparental,Hermanos,4,Agricultor,Secundaria,9,Si,No,No,No,No,Si,No,Si,Si,No,Si,Impulsivo,Si,Con otras personas,13,No
13,7,Femenino,2024,Suba,Extendida,Hermanos,5,Desempleado,Secundaria,6,Si,No,Si,Si,No,No,No,Si,Si,Si,No,Premeditado,Si,Solo,9,Si
16,9,Masculino,2020,Tunjuelito,Nuclear,Tios,3,Profesional,Universitario,5,Si,No,No,Si,Si,No,Si,Si,Si,No,No,Premeditado,Si,Solo,6,Si
14,9,Femenino,2019,Engativa,Monoparental,Abuelos,4,Empleado,Primaria,5,Si,No,No,No,Si,Si,Si,No,No,No,No,Impulsivo,Si,Con otras personas,14,No
15,12,Masculino,2023,Antonio Narino,Extendida,Hermanos,3,Independiente,Secundaria,6,Si,No,No,No,Si,Si,No,Si,Si,No,No,Impulsivo,Si,Con otras personas,13,No
15,13,Masculino,2018,San Cristobal,Monoparental,Hermanos,7,Obrero,Secundaria,7,No,No,Si,No,Si,Si,Si,No,Si,No,Si,Impulsivo,No,Solo,14,Si
14,7,Masculino,2020,Antonio Narino,Extendida,Otros familiares,2,Obrero,Universitario,5,Si,No,No,No,Si,No,No,No,No,No,No,Premeditado,Si,Solo,7,No
16,10,Femenino,2018,San Cristobal,Extendida,Otros familiares,5,Agricultor,Tecnico,7,No,Si,No,Si,No,Si,No,Si,No,No,Si,Impulsivo,No,Solo,8,Si
17,10,Femenino,2019,Santa Fe,Extendida,Padres,5,Agricultor,Secundaria,9,Si,No,No,Si,Si,Si,No,No,Si,Si,Si,Premeditado,Si,Con otras personas,11,No
15,13,Femenino,2020,Tunjuelito,Monoparental,Padres,7,Obrero,Universitario,8,No,No,No,Si,Si,Si,Si,No,No,No,Si,Impulsivo,Si,Solo,7,Si
16,13,Masculino,2015,Los Martires,Monoparental,Tios,4,Obrero,Tecnico,4,No,Si,No,Si,No,No,Si,Si,No,No,Si,Premeditado,No,Solo,9,No
13,9,Femenino,2018,Sumapaz,Extendida,Abuelos,2,Desempleado,Tecnico,5,Si,No,Si,No,Si,No,Si,Si,No,No,Si,Premeditado,No,Con otras personas,9,No
16,12,Masculino,2015,Rafael Uribe Uribe,Monoparental,Tios,1,Empleado,Tecnico,9,No,Si,No,No,Si,No,No,Si,Si,No,No,Premeditado,No,Solo,8,Si
13,13,Femenino,2021,Santa Fe,Extendida,Tios,6,Desempleado,Secundaria,9,Si,No,Si,No,Si,Si,Si,Si,No,No,Si,Impulsivo,No,Solo,11,Si
17,12,Masculino,2023,Tunjuelito,Monoparental,Abuelos,1,Profesional,Tecnico,5,No,No,Si,No,No,Si,Si,No,Si,Si,Si,Premeditado,No,Solo,14,Si
14,13,Femenino,2015,Teusaquillo,Extendida,Abuelos,1,Ambulante,Secundaria,2,No,Si,No,Si,Si,No,Si,No,No,No,No,Impulsivo,No,Con otras personas,6,Si
14,11,Masculino,2015,Suba,Extendida,Hermanos,6,Empleado,Primaria,1,No,Si,No,No,No,Si,Si,No,No,No,No,Premeditado,No,Con otras personas,9,No
14,13,Femenino,2017,Chapinero,Monoparental,Padres,7,Agricultor,Secundaria,8,Si,Si,No,No,No,No,Si,Si,No,Si,No,Premeditado,Si,Solo,13,Si
14,12,Femenino,2019,Usme,Monoparental,Padres,3,Ambulante,Universitario,3,Si,No,Si,No,No,No,No,Si,No,Si,No,Impulsivo,No,Con otras personas,10,Si
14,12,Masculino,2016,Suba,Monoparental,Otros familiares,6,Agricultor,Secundaria,5,No,Si,No,Si,Si,No,Si,No,Si,No,No,Impulsivo,No,Con otras personas,12,No
17,13,Masculino,2022,Sumapaz,Nuclear,Padres,1,Independiente,Secundaria,4,Si,No,Si,No,Si,Si,No,No,Si,No,Si,Premeditado,Si,Con otras personas,10,No
16,11,Femenino,2015,Usme,Extendida,Hermanos,1,Ambulante,Tecnico,4,Si,Si,No,No,No,No,No,No,No,Si,Si,Impulsivo,Si,Con otras personas,13,Si
14,10,Femenino,2015,Usme,Nuclear,Tios,3,Independiente,Tecnico,3,No,No,No,Si,Si,Si,No,Si,No,No,No,Impulsivo,Si,Con otras personas,13,No
15,9,Femenino,2023,Santa Fe,Monoparental,Padres,6,Empleado,Secundaria,5,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,Premeditado,No,Solo,8,Si
16,7,Masculino,2016,La Candelaria,Nuclear,Otros familiares,6,Independiente,Secundaria,5,Si,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Premeditado,No,Solo,14,Si
14,11,Femenino,2020,Santa Fe,Extendida,Abuelos,2,Obrero,Universitario,4,No,No,Si,Si,Si,No,Si,No,Si,No,Si,Premeditado,No,Con otras personas,7,Si
13,13,Femenino,2022,Teusaquillo,Monoparental,Otros familiares,2,Obrero,Universitario,7,Si,No,Si,Si,Si,No,No,Si,Si,No,Si,Impulsivo,No,Solo,10,No
14,13,Masculino,2015,Fontibon,Nuclear,Hermanos,5,Desempleado,Universitario,9,No,No,No,No,Si,No,Si,No,Si,No,No,Premeditado,Si,Solo,13,No
16,8,Masculino,2022,Engativa,Monoparental,Hermanos,7,Obrero,Secundaria,7,No,No,Si,No,No,No,No,No,No,Si,Si,Impulsivo,Si,Solo,13,Si
14,8,Femenino,2018,Chapinero,Nuclear,Padres,3,Agricultor,Primaria,2,No,Si,Si,No,Si,Si,Si,Si,No,No,Si,Impulsivo,Si,Solo,8,No
17,10,Femenino,2015,Teusaquillo,Nuclear,Tios,4,Empleado,Tecnico,4,No,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Impulsivo,Si,Solo,10,No
15,10,Femenino,2015,Los Martires,Monoparental,Padres,6,Empleado,Tecnico,6,Si,No,Si,Si,No,No,Si,Si,No,Si,No,Premeditado,Si,Con otras personas,10,Si
15,11,Masculino,2021,Fontibon,Extendida,Padres,3,Ambulante,Tecnico,4,Si,No,Si,Si,Si,No,Si,Si,Si,No,No,Premeditado,Si,Solo,9,No
15,9,Masculino,2023,Ciudad Bolivar,Extendida,Padres,2,Empleado,Primaria,7,Si,No,Si,No,Si,Si,No,No,No,Si,No,Impulsivo,No,Con otras personas,9,No
14,8,Femenino,2021,Los Martires,Monoparental,Hermanos,1,Ambulante,Tecnico,3,No,Si,Si,No,No,Si,No,Si,No,No,No,Premeditado,No,Con otras personas,7,No
14,10,Femenino,2015,Teusaquillo,Extendida,Otros familiares,1,Obrero,Universitario,8,Si,Si,No,Si,Si,No,No,No,Si,No,Si,Impulsivo,Si,Solo,7,Si
13,7,Masculino,2015,Suba,Monoparental,Tios,3,Agricultor,Primaria,7,Si,Si,Si,Si,No,Si,No,Si,Si,Si,No,Premeditado,No,Con otras personas,9,Si
17,10,Masculino,2021,Fontibon,Monoparental,Padres,6,Independiente,Secundaria,4,Si,Si,Si,No,Si,Si,Si,Si,Si,No,No,Impulsivo,No,Con otras personas,13,No
16,9,Masculino,2024,Fontibon,Monoparental,Hermanos,4,Ambulante,Tecnico,6,No,Si,Si,Si,Si,Si,Si,No,No,No,Si,Premeditado,Si,Solo,12,No
15,8,Masculino,2021,La Candelaria,Nuclear,Otros familiares,4,Empleado,Primaria,2,No,Si,No,Si,No,Si,No,Si,Si,No,No,Impulsivo,Si,Solo,8,No
14,10,Femenino,2021,Ciudad Bolivar,Extendida,Abuelos,7,Desempleado,Secundaria,9,Si,Si,No,Si,No,Si,No,No,Si,No,Si,Premeditado,No,Solo,10,No
16,12,Femenino,2023,Teusaquillo,Nuclear,Hermanos,7,Independiente,Universitario,2,Si,Si,Si,No,No,Si,No,No,Si,Si,No,Premeditado,Si,Con otras personas,7,Si
15,12,Femenino,2024,La Candelaria,Extendida,Otros familiares,2,Profesional,Universitario,9,No,Si,Si,Si,Si,No,No,No,No,No,Si,Impulsivo,No,Solo,9,Si
14,11,Masculino,2020,Antonio Narino,Monoparental,Otros familiares,3,Ambulante,Primaria,3,No,No,No,Si,No,No,No,No,No,No,Si,Premeditado,Si,Solo,12,Si
17,12,Femenino,2022,Santa Fe,Nuclear,Otros familiares,7,Independiente,Primaria,6,No,Si,No,Si,Si,No,Si,Si,Si,Si,Si,Impulsivo,No,Con otras personas,12,No
16,11,Masculino,2016,Engativa,Monoparental,Hermanos,1,Ambulante,Tecnico,4,No,No,No,Si,No,No,No,Si,No,Si,No,Impulsivo,No,Solo,11,No
16,12,Masculino,2017,Antonio Narino,Nuclear,Hermanos,3,Profesional,Primaria,5,Si,Si,Si,Si,Si,No,Si,Si,Si,No,No,Premeditado,Si,Solo,11,Si
14,8,Masculino,2024,Usme,Extendida,Hermanos,7,Agricultor,Universitario,7,No,Si,No,No,No,No,Si,No,No,No,No,Premeditado,Si,Solo,13,No
16,10,Femenino,2022,Sumapaz,Monoparental,Padres,4,Agricultor,Tecnico,7,No,Si,No,No,Si,No,Si,Si,Si,No,Si,Impulsivo,No,Solo,13,Si
13,9,Femenino,2023,Antonio Narino,Monoparental,Hermanos,3,Ambulante,Primaria,2,Si,Si,No,Si,No,Si,No,Si,No,No,No,Impulsivo,No,Solo,14,Si
16,13,Femenino,2015,Los Martires,Monoparental,Abuelos,2,Ambulante,Primaria,3,Si,No,Si,No,No,No,Si,No,No,No,Si,Premeditado,No,Con otras personas,13,No
15,7,Femenino,2023,Rafael Uribe Uribe,Nuclear,Otros familiares,6,Agricultor,Secundaria,3,Si,Si,Si,No,No,No,Si,No,No,No,No,Premeditado,Si,Con otras personas,9,No
16,10,Femenino,2020,Bosa,Monoparental,Hermanos,4,Ambulante,Primaria,4,No,No,Si,Si,No,Si,No,Si,Si,Si,Si,Impulsivo,Si,Con otras personas,10,No
16,8,Masculino,2015,Chapinero,Monoparental,Tios,6,Empleado,Universitario,3,Si,No,No,No,Si,No,Si,No,No,Si,Si,Impulsivo,Si,Con otras personas,8,No
17,7,Masculino,2021,La Candelaria,Monoparental,Tios,4,Empleado,Tecnico,6,No,No,Si,Si,No,No,Si,No,Si,Si,No,Impulsivo,No,Con otras personas,13,No
17,7,Masculino,2020,Antonio Narino,Extendida,Tios,4,Obrero,Tecnico,7,No,Si,Si,Si,No,Si,No,No,Si,Si,No,Premeditado,Si,Con otras personas,13,Si
16,13,Masculino,2015,La Candelaria,Nuclear,Padres,5,Profesional,Universitario,6,Si,Si,Si,No,Si,Si,No,No,No,No,Si,Premeditado,Si,Con otras personas,12,No
15,10,Masculino,2021,Bosa,Monoparental,Otros familiares,6,Obrero,Secundaria,5,Si,No,Si,Si,No,No,No,No,Si,No,Si,Premeditado,No,Con otras personas,11,No
15,8,Femenino,2019,Tunjuelito,Extendida,Padres,6,Desempleado,Primaria,2,No,No,Si,Si,No,Si,Si,No,Si,Si,No,Impulsivo,Si,Con otras personas,10,No
16,10,Masculino,2024,Los Martires,Extendida,Padres,1,Desempleado,Universitario,5,Si,Si,Si,No,No,Si,No,No,Si,No,Si,Premeditado,Si,Solo,12,No
15,9,Masculino,2024,Santa Fe,Nuclear,Abuelos,3,Ambulante,Primaria,9,Si,No,Si,Si,No,No,Si,Si,Si,Si,No,Impulsivo,No,Solo,14,No
15,9,Masculino,2018,Bosa,Nuclear,Otros familiares,5,Agricultor,Primaria,9,Si,No,No,Si,Si,Si,Si,Si,No,Si,No,Premeditado,Si,Solo,11,No
15,13,Femenino,2021,Antonio Narino,Extendida,Tios,5,Agricultor,Tecnico,1,No,Si,No,Si,No,Si,Si,No,Si,Si,Si,Premeditado,No,Con otras personas,8,Si
15,11,Masculino,2015,Usme,Monoparental,Hermanos,5,Independiente,Universitario,2,No,Si,Si,Si,No,Si,No,Si,Si,Si,No,Premeditado,No,Solo,12,Si
15,13,Femenino,2024,Ciudad Bolivar,Monoparental,Otros familiares,2,Ambulante,Universitario,3,No,No,No,No,No,No,Si,No,Si,Si,No,Premeditado,Si,Solo,12,Si
15,9,Masculino,2022,Kennedy,Monoparental,Abuelos,3,Obrero,Universitario,3,No,No,Si,Si,No,Si,Si,No,No,No,No,Premeditado,Si,Solo,9,Si
17,9,Masculino,2023,Kennedy,Extendida,Tios,3,Agricultor,Universitario,3,Si,Si,Si,No,Si,No,Si,No,No,Si,No,Premeditado,Si,Con otras personas,9,Si
15,9,Femenino,2017,Kennedy,Monoparental,Otros familiares,5,Desempleado,Secundaria,7,No,No,Si,No,No,Si,Si,Si,Si,No,Si,Premeditado,No,Solo,6,No
14,7,Masculino,2015,Los Martires,Nuclear,Padres,2,Independiente,Universitario,3,No,Si,No,Si,No,Si,Si,No,Si,No,No,Premeditado,Si,Con otras personas,10,Si
17,8,Femenino,2015,Santa Fe,Nuclear,Hermanos,5,Obrero,Secundaria,6,Si,Si,Si,Si,No,Si,Si,No,No,Si,Si,Premeditado,Si,Solo,6,Si
15,11,Femenino,2016,Los Martires,Extendida,Tios,7,Profesional,Tecnico,6,No,No,Si,Si,Si,No,No,Si,No,No,No,Premeditado,Si,Solo,6,Si
16,11,Masculino,2021,Tunjuelito,Monoparental,Otros familiares,5,Profesional,Secundaria,6,Si,No,Si,No,No,Si,Si,Si,No,No,Si,Impulsivo,No,Solo,13,Si
14,7,Masculino,2024,Usme,Extendida,Tios,5,Agricultor,Primaria,3,No,Si,No,No,Si,Si,No,No,No,Si,Si,Premeditado,No,Solo,7,No
15,10,Masculino,2022,Puente Aranda,Nuclear,Hermanos,4,Obrero,Primaria,7,No,No,No,No,Si,No,No,No,Si,No,Si,Impulsivo,No,Solo,11,Si
14,12,Masculino,2015,Antonio Narino,Monoparental,Otros familiares,2,Obrero,Universitario,8,Si,Si,Si,No,Si,No,No,No,No,Si,Si,Impulsivo,No,Solo,13,No
16,9,Femenino,2015,Teusaquillo,Extendida,Padres,6,Ambulante,Tecnico,9,Si,No,Si,No,Si,No,Si,Si,No,Si,No,Impulsivo,Si,Solo,6,Si
14,7,Femenino,2018,Usme,Extendida,Tios,2,Profesional,Secundaria,3,Si,Si,No,Si,No,Si,Si,Si,No,Si,No,Premeditado,No,Con otras personas,9,Si
16,12,Masculino,2019,Fontibon,Extendida,Hermanos,7,Agricultor,Tecnico,4,Si,Si,Si,No,No,Si,No,Si,No,Si,Si,Impulsivo,No,Solo,12,No
17,12,Masculino,2015,Puente Aranda,Extendida,Otros familiares,4,Profesional,Primaria,5,No,Si,Si,Si,No,No,No,No,Si,Si,No,Premeditado,No,Solo,13,No
17,13,Masculino,2016,Engativa,Monoparental,Padres,5,Desempleado,Universitario,5,Si,No,Si,Si,No,Si,Si,No,Si,No,Si,Premeditado,Si,Solo,12,No
15,11,Masculino,2022,Engativa,Monoparental,Otros familiares,7,Obrero,Universitario,1,Si,No,No,Si,No,No,No,Si,No,Si,No,Impulsivo,No,Solo,8,Si
14,12,Femenino,2023,Puente Aranda,Extendida,Tios,5,Desempleado,Universitario,3,Si,Si,No,No,Si,No,No,Si,Si,Si,No,Impulsivo,Si,Con otras personas,7,Si
14,13,Masculino,2024,Sumapaz,Extendida,Otros familiares,6,Independiente,Primaria,2,No,Si,No,Si,Si,Si,Si,No,Si,Si,Si,Premeditado,Si,Solo,10,No
13,7,Femenino,2024,San Cristobal,Extendida,Padres,4,Obrero,Universitario,8,No,Si,Si,Si,No,No,Si,No,No,No,Si,Impulsivo,No,Solo,10,No
